User Name,Review Date,Rating,Review Body
Amazon Customer,"Reviewed in the United States on October 4, 2022",2.0 out of 5 stars,I didn't find this book very easy to read. It is too technical for me. I read it due to the good reviews and
elmcmomkins,"Reviewed in the United States on September 30, 2022",2.0 out of 5 stars,"This book was recommended to me by my doctor. I am not finding it to be personally beneficial. I do not doubt the premise, but it is not written for a retired public school teacher's reading level."
stevojg,"Reviewed in the United States on September 29, 2022",2.0 out of 5 stars,"This book was helpful and informative but way too long and repetitive. It really should have been a six page article. 2 pages on the physiological effects of untreated emotional trauma. Two pages on the goals of treatment, and two pages on the treatment. Most people don't need to know that much about neurology"
Leanna,"Reviewed in the United States on September 21, 2022",2.0 out of 5 stars,I thought I might as well spend the extra money for a hard cover. I was disappointed when I saw that it was damaged.
TravisO,"Reviewed in the United States on September 17, 2022",2.0 out of 5 stars,Seems written more for fellow mental health workers rather than patients. I tried and tried and could not finish it...
Maria,"Reviewed in the United States on August 13, 2022",2.0 out of 5 stars,The content is amazing. You may need a magnifying glass to read it.
Joel,"Reviewed in the United States on July 13, 2022",2.0 out of 5 stars,"The walkthrough of various therapies was interesting. However, the author gives universal healthcare as a proposed cure at the end—his political stance—which was odd considering his experience with being unable to acquire a DSM category for childhood trauma and the government’s feet dragging for the PTSD diagnosis (small history lesson). It just seems like a contradictory stance to have. The government didn’t want to spend money helping veterans with PTSD. What would make him think they’d be interested in civilian trauma recovery?"
Ann,"Reviewed in the United States on June 25, 2022",2.0 out of 5 stars,audiable is difficult to find and listen too.
WindyW,"Reviewed in the United States on June 17, 2022",2.0 out of 5 stars,"He talks a good talk about trauma and some promising therapies such as EMDR and I learned a lot. But this libtard is coming for our second amendment rights. Like every other gun grabbing fool, he claims that gunshots are the leading cause of death of children in America. Well, any idiot can quickly learn that that is a lie and is propaganda, which reduces the integrity of this book to near zero. I'm wondering how much trauma children will endure if this country is invaded by people whose job is to inflict death, not trauma? He should leave politics out of it because he may understand child trauma but he doesn't seem to understand that if we lose America, we lose everything, and that the nations who are fed up with the way our government operates, and who are eyeing our farmland, resources, and under-ground gold do not give a damn about how traumatized American children are."
Carol Sweasy,"Reviewed in the United States on May 19, 2022",2.0 out of 5 stars,"Too much verbiage spent on describing people’s horrible abuse and suffering…not necessary and possibly harmful. Also lots of time spent talking about himself, his work is amazing, but not necessary to spend so much time on it to get points across."
Andrea massabini,"Reviewed in the United States on April 27, 2022",2.0 out of 5 stars,I was disappointed. It was very repetitive and long read
MrsPbio,"Reviewed in the United States on April 25, 2022",2.0 out of 5 stars,"I was advised to read this book as I am revive from PTSD from an abusive previous relationship and horrible bullying in childhood. . The concept fascinated me already- how our body keeps a physiological record of intense stressors in our life.
But the book is rather technical, and dealt more with PTSD of service people, or those admitted into actual psych hospitals.
I’m sad to say that I pushed myself through the first few chapters, and quit."
klb,"Reviewed in the United States on April 7, 2022",2.0 out of 5 stars,Not really much to this as it’s not a study guide. Trust me you don’t need it
Ronald chrisman,"Reviewed in the United States on April 5, 2022",2.0 out of 5 stars,This is a very heavy book. It might be ok if you are starting you healing process. It is a very technical in it approach and can be hard to understand. Way to complicated. I feel it keeps the tramma up at the front. I feel it also keeps you open to tramma response. I would not buy again or even gift this book.
Gabby Vigil,"Reviewed in the United States on March 26, 2022",2.0 out of 5 stars,"My therapist prescribed this book for me to read, with the intention to help me with my mental health. I'm going to be honest. This book seems outdated, its definitely old school in the beginning,
but I suppose the author could be exhibiting how mental illness has changed over time, I just didn't get far enough in. Its intended for those within the occupation of mental health, not for people with mental health issues.
I'll be honest, i didn't finish it. Theres no way a layman could, its like a textbook. I'm sure its great for someone in the psychiatric field, but it didn't do a bit of good for me."
